epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,99.4401,2.88224,3.97189,1.1792,1,0.01064,0.50532,0.50188,2.69502,3.78681,0.96814,0.00162731,0.000542437,0.00162731,0.000542437,0.00162731,0.000542437,0.00162731,0.000542437
